id,title,genres,averageRating,numVotes,releaseYear
tt0493331,Barareh Nights,Comedy,8.5,18691,2005
tt5425186,Horace and Pete,"Comedy, Drama",8.5,17755,2016
tt0070644,Scenes from a Marriage,Drama,8.5,17427,1973
tt4295140,Chef's Table,"Biography, Documentary",8.5,17264,2015
tt8317568,Broken But Beautiful,"Drama, Romance",8.5,17224,2018
tt0185133,Yu Yu Hakusho: Ghost Files,"Action, Adventure, Animation",8.5,16599,1992
tt1230180,The Angry Video Game Nerd,"Action, Comedy, Sci-Fi",8.5,16006,2004
tt0131179,Detective Conan,"Action, Animation, Comedy",8.5,15905,1996
tt6958022,The Defiant Ones,"Biography, Crime, Documentary",8.5,15781,2017
tt0061287,The Prisoner,"Drama, Mystery, Sci-Fi",8.5,15339,1967
tt11691684,Flower of Evil,"Crime, Mystery, Romance",8.5,15300,2020
tt0934320,Summer Heights High,"Comedy, Drama, Family",8.5,15250,2007
tt0098825,House of Cards,Drama,8.5,15243,1990
tt0807832,Mushi-Shi,"Animation, Drama, Fantasy",8.5,14975,2005
tt26225038,Death's Game,"Drama, Fantasy",8.5,14763,2023
tt22185582,Sixer,"Drama, Sport",8.5,14130,2022
tt27867155,Mr Bates vs. The Post Office,"Biography, Drama",8.5,12768,2024
tt0315008,Great Teacher Onizuka,"Animation, Comedy, Drama",8.5,12067,1999
tt0161952,Saint Seiya: Knights of the Zodiac,"Action, Adventure, Animation",8.5,11517,1986
tt12369754,Staged,"Comedy, Drama",8.5,10672,2020
tt0062550,The Bugs Bunny/Road Runner Hour,"Animation, Comedy",8.5,10348,1968
tt11052470,Move to Heaven,Drama,8.5,10179,2021
tt2301351,RuPaul's Drag Race All Stars,"Game-Show, Reality-TV",8.5,10156,2012
tt1632701,Suits,"Comedy, Drama",8.4,497127,2011
tt0460681,Supernatural,"Drama, Fantasy, Horror",8.4,495872,2005
tt11198330,House of the Dragon,"Action, Adventure, Drama",8.4,450372,2022
tt2467372,Brooklyn Nine-Nine,"Comedy, Crime",8.4,378896,2013
tt0285403,Scrubs,"Comedy, Drama",8.4,273701,2001
tt5675620,The Punisher,"Action, Crime, Drama",8.4,272374,2017
tt12637874,Fallout,"Action, Adventure, Drama",8.4,264428,2024
tt5834204,The Handmaid's Tale,"Drama, Sci-Fi, Thriller",8.4,264105,2017
tt1119644,Fringe,"Drama, Mystery, Sci-Fi",8.4,260801,2008
tt3920596,Big Little Lies,"Crime, Drama, Mystery",8.4,230329,2017
tt7221388,Cobra Kai,"Action, Comedy, Drama",8.4,213284,2018
tt9561862,"Love, Death & Robots","Action, Adventure, Animation",8.4,204192,2019
tt0285331,24,"Action, Crime, Drama",8.4,199288,2001
tt10155688,Mare of Easttown,"Crime, Drama, Mystery",8.4,196297,2021
tt3006802,Outlander,"Adventure, Drama, Fantasy",8.4,183289,2014
tt0387199,Entourage,"Comedy, Drama",8.4,178550,2004
tt9253284,Andor,"Action, Adventure, Drama",8.4,177613,2022
tt2401256,The Night Of,"Crime, Drama, Mystery",8.4,176859,2016
tt7657124,The Heroes,"Animation, Drama, History",8.4,168553,2008
tt8398600,After Life,"Comedy, Drama",8.4,156837,2019
tt1474684,Luther,"Crime, Drama, Mystery",8.4,156593,2010
tt0409591,Naruto,"Action, Adventure, Animation",8.4,135646,2002
tt2249364,Broadchurch,"Crime, Drama, Mystery",8.4,130700,2013
tt2017109,Banshee,"Action, Crime, Drama",8.4,129747,2013
tt0458290,Star Wars: The Clone Wars,"Action, Adventure, Animation",8.4,125944,2008
tt2149175,The Americans,"Crime, Drama, Mystery",8.4,114094,2013
tt0491738,Psych,"Comedy, Crime, Mystery",8.4,112320,2006
tt0118480,Stargate SG-1,"Action, Adventure, Drama",8.4,103109,1997
tt2788432,American Crime Story,"Biography, Crime, Drama",8.4,99932,2016
tt9059760,Normal People,"Drama, Romance",8.4,97366,2020
tt1220617,The Inbetweeners,Comedy,8.4,96066,2008
tt0060028,Star Trek,"Action, Adventure, Sci-Fi",8.4,94881,1966
tt6473300,Mirzapur,"Action, Crime, Drama",8.4,87748,2018
tt1442462,The Good Wife,"Crime, Drama, Mystery",8.4,84413,2009
tt4189022,Ash vs Evil Dead,"Action, Comedy, Horror",8.4,81326,2015
tt0412253,Veronica Mars,"Crime, Drama, Mystery",8.4,79210,2004
tt1759761,Veep,Comedy,8.4,65953,2012
tt13616990,Chainsaw Man,"Action, Adventure, Animation",8.4,63731,2022
tt0262150,Black Books,Comedy,8.4,62560,2000
tt5249462,Erased,"Animation, Crime, Drama",8.4,61633,2016
tt0995832,Generation Kill,"Drama, War",8.4,60512,2008
tt0925266,Pushing Daisies,"Comedy, Drama, Fantasy",8.4,60095,2007
tt2384811,Utopia,"Drama, Mystery, Sci-Fi",8.4,52263,2013
tt0103584,X-Men,"Action, Adventure, Animation",8.4,51180,1992
tt0319969,Carnivàle,"Drama, Fantasy, Mystery",8.4,47412,2003
tt5743796,Warrior,"Action, Crime, Drama",8.4,47339,2019
tt1227926,Dr. Horrible's Sing-Along Blog,"Comedy, Musical, Sci-Fi",8.4,44438,2008
tt11247158,The Legend of Vox Machina,"Action, Adventure, Animation",8.4,44173,2022
tt1942683,The Amazing World of Gumball,"Adventure, Animation, Comedy",8.4,43912,2011
tt1830379,Top Boy,"Crime, Drama, Thriller",8.4,42048,2011
tt0094582,The Wonder Years,"Comedy, Drama, Family",8.4,41515,1988
tt0056751,Doctor Who,"Adventure, Drama, Family",8.4,40162,1963
tt0458254,The Colbert Report,"Comedy, News, Talk-Show",8.4,39287,2005
tt7658402,Harley Quinn,"Action, Adventure, Animation",8.4,38937,2019
tt0094535,Red Dwarf,"Comedy, Sci-Fi",8.4,37752,1988
tt0472027,John Adams,"Biography, Drama, History",8.4,37478,2008
tt0112175,Spider-Man: The Animated Series,"Action, Adventure, Animation",8.4,36473,1994
tt2578560,Broad City,Comedy,8.4,36471,2014
tt2543312,Halt and Catch Fire,Drama,8.4,36021,2014
tt0105946,Babylon 5,"Action, Adventure, Drama",8.4,35201,1993
tt6439752,Snowfall,"Crime, Drama",8.4,34602,2017
tt0478942,Life on Mars,"Crime, Drama, Mystery",8.4,33258,2006
tt1883092,Generation War,"Action, Drama, History",8.4,33197,2013
tt4192812,Unforgotten,"Crime, Drama, Mystery",8.4,31865,2015
tt7078180,Violet Evergarden,"Animation, Drama, Family",8.4,31716,2018
tt13433812,Vincenzo,"Action, Comedy, Crime",8.4,30913,2021
tt4378376,Babylon Berlin,"Crime, Drama, Thriller",8.4,30888,2017
tt0826760,The Killing,"Crime, Drama, Mystery",8.4,30668,2007
tt14168162,Bosch: Legacy,"Crime, Drama",8.4,29643,2022
tt8594324,Ghosts,"Comedy, Fantasy",8.4,28038,2019
tt6905542,The Dark Crystal: Age of Resistance,"Adventure, Family, Fantasy",8.4,27650,2019
tt0086659,'Allo 'Allo!,"Comedy, History, War",8.4,27469,1982
tt6205862,Inside Look: The People v. O.J. Simpson - American Crime Story,"Documentary, Short",8.4,27403,2016
tt0074028,The Muppet Show,"Comedy, Family, Musical",8.4,26653,1976
tt0163503,Top Gear,Documentary,8.4,25228,1978
tt0416394,The Mighty Boosh,"Comedy, Fantasy, Musical",8.4,24430,2003
tt0235923,Invader ZIM,"Action, Adventure, Animation",8.4,22937,2001
tt0098878,Northern Exposure,"Comedy, Drama",8.4,22628,1990
tt0108872,My So-Called Life,"Comedy, Drama, Romance",8.4,22309,1994
tt0083466,Police Squad!,"Comedy, Crime",8.4,21255,1982
tt0408381,Doc Martin,"Comedy, Drama, Romance",8.4,20873,2004
tt0976192,The Spectacular Spider-Man,"Action, Adventure, Animation",8.4,20191,2008
tt0118266,The New Batman Adventures,"Action, Adventure, Animation",8.4,19785,1997
tt1734135,Trollhunters: Tales of Arcadia,"Action, Adventure, Animation",8.4,19569,2016
tt2407574,My Mad Fat Diary,"Comedy, Drama, Romance",8.4,19197,2013
tt0075572,Roots,"Biography, Drama, History",8.4,19194,1977
tt0066626,All in the Family,"Comedy, Drama",8.4,19172,1971
tt8681148,This Is Going to Hurt,"Biography, Comedy, Drama",8.4,19089,2022
tt0053479,The Andy Griffith Show,"Comedy, Family",8.4,17513,1960
tt1553644,The Ricky Gervais Show,"Animation, Comedy, Talk-Show",8.4,17265,2010
tt9174582,Brassic,"Comedy, Drama",8.4,14447,2019
tt17921714,A Small Light,"Biography, Drama, History",8.4,13828,2023
tt0924651,The Graham Norton Show,"Comedy, Music, Talk-Show",8.4,13446,2007
tt0098833,Jeeves and Wooster,Comedy,8.4,13297,1990
tt13409432,Ranking of Kings,"Action, Adventure, Animation",8.4,12941,2021
tt10183988,Julie and the Phantoms,"Adventure, Comedy, Drama",8.4,12597,2020
tt0184135,The League of Gentlemen,"Comedy, Horror",8.4,12493,1999
tt0054533,The Dick Van Dyke Show,"Comedy, Family",8.4,12179,1961
tt5514358,Steins;Gate 0,"Animation, Drama, Mystery",8.4,12048,2018
tt24640580,Moving,"Action, Adventure, Fantasy",8.4,11862,2023
tt4284216,Healer,"Action, Comedy, Crime",8.4,11703,2014
tt0437729,The Late Late Show with Craig Ferguson,"Comedy, Music, Talk-Show",8.4,11597,2005
tt1493239,Terriers,"Comedy, Crime, Drama",8.4,11390,2010
tt0096626,The Kids in the Hall,Comedy,8.4,11245,1988
tt10324164,Prehistoric Planet,"Animation, Documentary, History",8.4,11035,2022
tt0112084,Mr. Show with Bob and David,Comedy,8.4,10704,1995
tt6461346,Stranger,"Crime, Drama, Mystery",8.4,10601,2017
tt0092571,Anne of Avonlea,"Drama, Family, Romance",8.4,10404,1987
tt21916016,Tanaav,"Action, Crime, Drama",8.4,10167,2022
tt0105933,The Adventures of Pete & Pete,"Comedy, Drama, Family",8.4,10134,1992
tt8146754,Infinity Train,"Action, Adventure, Animation",8.4,10050,2019
tt0460649,How I Met Your Mother,"Comedy, Drama, Romance",8.3,743588,2005
tt0411008,Lost,"Adventure, Drama, Fantasy",8.3,615595,2004
tt0455275,Prison Break,"Action, Crime, Drama",8.3,599431,2005
tt1796960,Homeland,"Crime, Drama, Mystery",8.3,364730,2011
tt8772296,Euphoria,Drama,8.3,256805,2019
tt0904208,Californication,"Comedy, Drama",8.3,190051,2007
tt0118276,Buffy the Vampire Slayer,"Action, Adventure, Drama",8.3,162934,1997
tt11737520,One Piece,"Action, Adventure, Comedy",8.3,160660,2023
tt3647998,Taboo,"Drama, Mystery, Thriller",8.3,152114,2017
tt2632424,The Originals,"Drama, Fantasy, Horror",8.3,151240,2013
tt1695360,The Legend of Korra,"Action, Adventure, Animation",8.3,141507,2012
tt13146488,Peacemaker,"Action, Adventure, Comedy",8.3,141019,2022
tt0374463,The Pacific,"Action, Adventure, Drama",8.3,134044,2010
tt0496424,30 Rock,Comedy,8.3,133535,2006
tt5348176,Barry,"Action, Comedy, Crime",8.3,127348,2018
tt1637727,The Killing,"Crime, Drama, Mystery",8.3,126281,2011
tt7909970,Unbelievable,"Crime, Drama",8.3,124047,2019
tt2234222,Orphan Black,"Drama, Sci-Fi, Thriller",8.3,118840,2013
tt2699128,The Leftovers,"Drama, Fantasy, Mystery",8.3,116352,2014
tt4270492,Billions,Drama,8.3,111603,2016
tt11337908,Maid,Drama,8.3,105480,2021
tt8714904,Narcos: Mexico,"Crime, Drama",8.3,95115,2018
tt2249007,Ray Donovan,"Crime, Drama",8.3,94996,2013
tt12590266,Cyberpunk: Edgerunners,"Action, Adventure, Animation",8.3,88732,2022
tt6517102,Castlevania,"Action, Adventure, Animation",8.3,83844,2017
tt12327578,Star Trek: Strange New Worlds,"Action, Adventure, Sci-Fi",8.3,61656,2022
tt0445114,Extras,"Comedy, Drama",8.3,61125,2005
tt1344204,Blue Mountain State,"Comedy, Sport",8.3,59881,2010
tt18335752,1923,"Drama, Western",8.3,58426,2022
tt1699748,Hell on Wheels,"Drama, Western",8.3,56673,2011
tt6611916,Kingdom,"Action, Drama, Horror",8.3,56641,2019
tt0383126,MythBusters,"Documentary, Mystery, Reality-TV",8.3,55306,2003
tt0220880,Courage the Cowardly Dog,"Adventure, Animation, Comedy",8.3,52586,1999
tt3358020,Parasyte: The Maxim,"Action, Animation, Drama",8.3,52118,2014
tt0115147,The Daily Show,"Comedy, News, Talk-Show",8.3,48505,1996
tt15477488,Farzi,"Crime, Drama, Thriller",8.3,48287,2023
tt3655448,The Young Pope,Drama,8.3,48206,2016
tt1598754,24: Live Another Day,"Action, Crime, Drama",8.3,47020,2014
tt13706018,Spy x Family,"Action, Animation, Comedy",8.3,43916,2022
tt1466074,Columbo,"Crime, Drama, Mystery",8.3,43521,1971
tt0187636,Farscape,"Action, Adventure, Drama",8.3,40989,1999
tt1836037,Longmire,"Action, Crime, Drama",8.3,40947,2012
tt4565380,Fauda,"Action, Drama, Thriller",8.3,39245,2015
tt1416765,Parenthood,"Comedy, Drama",8.3,38020,2010
tt15469618,Bad Sisters,"Comedy, Drama, Thriller",8.3,37986,2022
tt4644488,Dragon Ball Super,"Action, Adventure, Animation",8.3,37853,2015
tt3636060,Poldark,"Drama, Romance",8.3,36907,2015
tt4057372,Sugarland,"Animation, Comedy, Family",8.3,35960,2019
tt0874936,Life,"Crime, Drama, Mystery",8.3,35609,2007
tt1702042,An Idiot Abroad,"Adventure, Comedy, Documentary",8.3,34701,2010
tt8694364,Years and Years,"Drama, Sci-Fi",8.3,33887,2019
tt5853176,The Good Fight,"Crime, Drama",8.3,33316,2017
tt9054904,Why Women Kill,"Comedy, Crime, Drama",8.3,32851,2019
tt21209876,Solo Leveling,"Action, Adventure, Animation",8.3,30911,2024
tt10244600,Winning Time: The Rise of the Lakers Dynasty,"Biography, Drama, Sport",8.3,29926,2022
tt8809646,College Romance,"Comedy, Drama, Romance",8.3,28981,2018
tt8688814,The Dragon Prince,"Action, Adventure, Animation",8.3,28773,2018
tt0381798,Rescue Me,"Comedy, Drama",8.3,28332,2004
tt2183404,Rectify,Drama,8.3,27936,2013
tt1984119,Feud,"Biography, Drama",8.3,27608,2017
tt2396135,Shetland,"Crime, Drama, Mystery",8.3,27172,2013
tt3012698,Olive Kitteridge,Drama,8.3,26819,2014
tt1981558,Key and Peele,Comedy,8.3,26689,2012
tt13623580,Reservation Dogs,"Comedy, Crime",8.3,25553,2021
tt0485842,Studio 60 on the Sunset Strip,"Comedy, Drama",8.3,25398,2006
tt1409055,Dragon Ball Z Kai,"Action, Adventure, Animation",8.3,25365,2009
tt13293588,Mushoku Tensei: Jobless Reincarnation,"Action, Adventure, Animation",8.3,24027,2021
tt0780362,Jane Eyre,"Drama, Romance",8.3,22693,2006
tt14192814,Kursadzije,"Comedy, Drama, Horror",8.3,22300,2006
tt14518756,Hometown Cha-Cha-Cha,"Comedy, Drama, Romance",8.3,22250,2021
tt14674086,Welcome to Wrexham,"Documentary, Sport",8.3,22068,2022
tt0948103,Gurren Lagann,"Action, Adventure, Animation",8.3,22058,2007
tt6466208,Breathe,"Crime, Drama, Thriller",8.3,21966,2018
tt8679236,Who Is America?,Comedy,8.3,20685,2018
tt6478318,Masum,"Crime, Drama, Mystery",8.3,20603,2017
tt7765404,Wayne,"Action, Comedy",8.3,20163,2019
tt0179552,The Adventures of Tintin,"Action, Adventure, Animation",8.3,19526,1991
tt11775988,Operation MBBS,"Comedy, Drama",8.3,19413,2020
tt0160904,MI-5,"Action, Crime, Drama",8.3,18938,2002
tt0835434,In Treatment,Drama,8.3,18545,2008
tt0839188,Metalocalypse,"Animation, Comedy, Music",8.3,18410,2006
tt11070216,Dirin Dirin,"Animation, Comedy",8.3,18373,2015
tt13899566,Special Ops 1.5: The Himmat Story,"Action, Crime, Drama",8.3,17880,2021
tt0088491,The Bugs Bunny/Looney Tunes Comedy Hour,"Animation, Comedy, Family",8.3,17816,1985
tt4277922,Call My Agent!,"Comedy, Drama",8.3,17241,2015
tt1626038,The Avengers: Earth's Mightiest Heroes,"Action, Adventure, Animation",8.3,16714,2010
tt7222086,Made in Abyss,"Action, Adventure, Animation",8.3,16532,2017
tt1279972,Treme,"Drama, Music",8.3,16165,2010
tt1685471,This Is England '86,"Comedy, Crime, Drama",8.3,14769,2010
tt0103376,Bottom,Comedy,8.3,14469,1991
tt8888462,Pachinko,Drama,8.3,14254,2022
tt6157148,Weightlifting Fairy Kim Bok-Joo,"Comedy, Romance",8.3,13887,2016
tt10975574,Julia,"Biography, Drama",8.3,13606,2022
tt0361256,Wonderfalls,"Comedy, Drama, Fantasy",8.3,13239,2004
tt0423661,Green Wing,"Comedy, Drama",8.3,12958,2004
tt5531466,DuckTales,"Action, Adventure, Animation",8.3,12679,2017
tt0050051,Perry Mason,"Crime, Drama, Mystery",8.3,12310,1957
tt9113406,Wu-Tang: An American Saga,"Biography, Drama, Music",8.3,12112,2019
tt21975436,Kaiju No. 8,"Action, Adventure, Animation",8.3,12000,2024
tt0337898,Law of the Lawless,"Action, Crime, Drama",8.3,11861,2002
tt6354518,The Disastrous Life of Saiki K.,"Animation, Comedy, Fantasy",8.3,11815,2016
tt2126154,This Is England '88,"Comedy, Crime, Drama",8.3,11767,2011
tt8893550,Car Masters: Rust to Riches,Reality-TV,8.3,11735,2018
tt2006421,Gran Hotel,"Crime, Drama, History",8.3,11412,2011
tt0974077,Cranford,Drama,8.3,10873,2007
tt0442632,Bleak House,"Crime, Drama",8.3,10841,2005
tt0362192,State of Play,"Crime, Drama, Mystery",8.3,10709,2003
tt6256484,While You Were Sleeping,"Comedy, Drama, Fantasy",8.3,10594,2017
tt20449048,Feels Like Home,Comedy,8.3,10569,2022
tt1634549,Millennium,"Action, Crime, Mystery",8.3,10509,2010
tt0065314,The Mary Tyler Moore Show,Comedy,8.3,10440,1970
tt21030032,Oshi No Ko,"Animation, Drama, Fantasy",8.3,10273,2023
tt12063450,To Your Eternity,"Adventure, Animation, Drama",8.3,10269,2021
tt0101049,A Bit of Fry and Laurie,Comedy,8.3,10009,1987
tt6468322,Money Heist,"Action, Crime, Drama",8.2,548963,2017
tt9140554,Loki,"Action, Adventure, Fantasy",8.2,425964,2021
tt7767422,Sex Education,"Comedy, Drama, Romance",8.2,364368,2019
tt1196946,The Mentalist,"Crime, Drama, Mystery",8.2,206004,2008
tt4955642,The Good Place,"Comedy, Drama, Fantasy",8.2,197102,2016
tt2431438,Sense8,"Drama, Mystery, Sci-Fi",8.2,165275,2015
tt0238784,Gilmore Girls,"Comedy, Drama",8.2,154037,2000
tt0934814,Chuck,"Action, Comedy, Drama",8.2,148846,2007
tt1358522,White Collar,"Comedy, Crime, Drama",8.2,145497,2009
tt0212671,Malcolm in the Middle,"Comedy, Family",8.2,145475,2000
tt7049682,Watchmen,"Crime, Drama, Mystery",8.2,137515,2019
tt7203552,The Morning Show,Drama,8.2,134297,2019
tt2628232,Penny Dreadful,"Drama, Fantasy, Horror",8.2,133335,2014
tt2375692,Black Sails,"Action, Adventure, Drama",8.2,118133,2014
tt0206512,SpongeBob SquarePants,"Animation, Comedy, Family",8.2,115020,1999
tt1548850,Misfits,"Comedy, Drama, Fantasy",8.2,108937,2009
tt6315640,Atypical,"Comedy, Drama",8.2,106244,2017
tt0106004,Frasier,Comedy,8.2,97491,1993
tt1561755,Bob's Burgers,"Animation, Comedy",8.2,94934,2011
tt0840196,Skins,Drama,8.2,94884,2007
tt5875444,Slow Horses,"Drama, Thriller",8.2,88789,2022
tt5626028,My Hero Academia,"Action, Adventure, Animation",8.2,85167,2016
tt5516154,Godless,"Action, Drama, Western",8.2,81574,2017
tt4635276,Master of None,"Comedy, Drama",8.2,76893,2015
tt0434665,Bleach,"Action, Adventure, Animation",8.2,74218,2004
tt0866442,Eastbound & Down,"Comedy, Drama, Sport",8.2,65339,2009
tt3487382,Forever,"Crime, Drama, Fantasy",8.2,63362,2014
tt4047038,Dirk Gently's Holistic Detective Agency,"Action, Adventure, Comedy",8.2,58620,2016
tt3609352,Grace and Frankie,Comedy,8.2,58247,2015
tt11712058,Mayor of Kingstown,"Crime, Drama, Thriller",8.2,55716,2021
tt1480684,The League,"Comedy, Sport",8.2,52656,2009
tt8788458,The Promised Neverland,"Action, Adventure, Animation",8.2,49569,2019
tt6317068,Final Space,"Action, Adventure, Animation",8.2,49111,2018
tt0088526,The Golden Girls,"Comedy, Drama",8.2,48715,1985
tt22074164,Jury Duty,Comedy,8.2,48420,2023
tt11815682,Hacks,"Comedy, Drama",8.2,45965,2021
tt14664414,Young Royals,"Drama, Romance",8.2,45856,2021
tt5574490,Animal Kingdom,"Crime, Drama",8.2,44874,2016
tt7255502,The Kominsky Method,"Comedy, Drama",8.2,44839,2018
tt13911628,Lessons in Chemistry,Drama,8.2,42995,2023
tt3061046,Steven Universe,"Action, Adventure, Animation",8.2,41232,2013
tt14218830,Abbott Elementary,Comedy,8.2,38094,2021
tt7441658,Black Clover,"Action, Adventure, Animation",8.2,37934,2017
tt20723374,Star Wars: Tales of the Jedi,"Action, Adventure, Animation",8.2,37694,2022
tt1073507,Party Down,"Comedy, Drama",8.2,37668,2009
tt0096684,Quantum Leap,"Action, Adventure, Drama",8.2,37155,1989
tt5137338,Victoria,"Biography, Drama, History",8.2,31627,2016
tt3877200,The Missing,"Crime, Drama, Mystery",8.2,30878,2014
tt13138834,Time,"Crime, Drama",8.2,28468,2021
tt0495212,Hellsing Ultimate,"Action, Animation, Fantasy",8.2,27793,2006
tt1235547,Better Off Ted,"Comedy, Sci-Fi",8.2,27601,2009
tt11639414,The Midnight Gospel,"Adventure, Animation, Comedy",8.2,26605,2020
tt8531222,Dave,"Comedy, Music",8.2,26347,2020
tt5912064,Kim's Convenience,Comedy,8.2,25247,2016
tt1637574,Conan,"Comedy, Music, Talk-Show",8.2,25146,2010
tt0251439,Trigun,"Action, Adventure, Animation",8.2,24756,1998
tt8101850,Undone,"Animation, Drama, Fantasy",8.2,24291,2019
tt4374208,Catastrophe,Comedy,8.2,24202,2015
tt4592410,The Get Down,"Drama, Music, Musical",8.2,23914,2016
tt0379632,Hustle,"Crime, Drama, Mystery",8.2,23741,2004
tt4925000,Descendants of the Sun,"Action, Comedy, Drama",8.2,23512,2016
tt0908454,Gavin & Stacey,"Comedy, Drama, Romance",8.2,23389,2007
tt1844923,Friday Night Dinner,Comedy,8.2,23081,2011
tt11398870,Caliphate,"Crime, Drama, Thriller",8.2,22861,2020
tt9458304,Dororo,"Action, Adventure, Animation",8.2,22181,2019
tt2581458,Looking,"Comedy, Drama, Romance",8.2,22041,2014
tt0105929,Absolutely Fabulous,Comedy,8.2,21913,1992
tt1693592,Vera,"Crime, Drama, Mystery",8.2,21090,2011
tt11239552,Itaewon Class,"Drama, Romance",8.2,20934,2020
tt0108906,The Kingdom,"Comedy, Drama, Fantasy",8.2,20644,1994
tt0207275,The 10th Kingdom,"Adventure, Comedy, Family",8.2,20637,2000
tt12197698,Leverage: Redemption,"Crime, Mystery, Thriller",8.2,20590,2021
tt5673782,Genius,"Biography, Drama, History",8.2,20363,2017
tt8392006,Apharan,"Action, Crime, Thriller",8.2,20165,2018
tt0106052,Late Night with Conan O'Brien,"Comedy, Music, Talk-Show",8.2,19174,1993
tt6263222,Strong Girl Bong-soon,"Comedy, Crime, Drama",8.2,18914,2017
tt1660055,Scooby-Doo! Mystery Incorporated,"Adventure, Animation, Comedy",8.2,18864,2010
tt4687882,Patriot,"Comedy, Drama, Thriller",8.2,18798,2015
tt1091909,Murdoch Mysteries,"Crime, Drama, Mystery",8.2,18147,2008
tt1988386,Miss Fisher's Murder Mysteries,"Crime, Drama, History",8.2,18109,2012
tt1533435,Miranda,Comedy,8.2,17504,2009
tt0983983,Shaun the Sheep,"Animation, Comedy, Family",8.2,17501,2007
tt0387736,Farscape: The Peacekeeper Wars,"Action, Adventure, Drama",8.2,17031,2004
